drug,reaction,severity,serious_count,frequency,relative_frequency
OTC DIURETIC,Sleep disorder,0.0,0,1,0.14285714285714285
OTC DIURETIC,Thinking abnormal,0.0,0,1,0.14285714285714285
OTC DIURETIC,Weight increased,0.0,0,1,0.14285714285714285
OXALIPLATIN,Abdominal pain,0.0,0,2,0.3333333333333333
OXALIPLATIN,Ileus paralytic,0.0,0,2,0.3333333333333333
OXALIPLATIN,Nausea,0.0,0,2,0.3333333333333333
OXALIPLATIN TEVA 5MG/ML,Dyspnoea,0.0,0,1,0.2
OXALIPLATIN TEVA 5MG/ML,Generalised erythema,0.0,0,1,0.2
OXALIPLATIN TEVA 5MG/ML,Infusion related reaction,0.0,0,1,0.2
OXALIPLATIN TEVA 5MG/ML,Macroglossia,0.0,0,1,0.2
OXALIPLATIN TEVA 5MG/ML,Pruritus,0.0,0,1,0.2
OXASCAND,Abdominal pain,0.0,0,1,0.05263157894736842
OXASCAND,Aggression,0.0,0,1,0.05263157894736842
OXASCAND,Agitation,0.0,0,1,0.05263157894736842
OXASCAND,Amenorrhoea,0.0,0,1,0.05263157894736842
OXASCAND,Blood prolactin increased,0.0,0,1,0.05263157894736842
OXASCAND,Breast enlargement,0.0,0,1,0.05263157894736842
OXASCAND,Dyskinesia,0.0,0,1,0.05263157894736842
OXASCAND,Dyspnoea,0.0,0,1,0.05263157894736842
OXASCAND,Dysuria,0.0,0,1,0.05263157894736842
OXASCAND,Fatigue,0.0,0,1,0.05263157894736842
OXASCAND,Galactorrhoea,0.0,0,1,0.05263157894736842
OXASCAND,Hyperhidrosis,0.0,0,1,0.05263157894736842
OXASCAND,Muscle spasms,0.0,0,1,0.05263157894736842
OXASCAND,Muscular weakness,0.0,0,1,0.05263157894736842
OXASCAND,Ovarian germ cell cancer stage II,0.0,0,1,0.05263157894736842
OXASCAND,Palpitations,0.0,0,1,0.05263157894736842
OXASCAND,Swelling,0.0,0,1,0.05263157894736842
OXASCAND,Tremor,0.0,0,1,0.05263157894736842
OXASCAND,Weight increased,0.0,0,1,0.05263157894736842
OXYBUTYNIN,Chest pain,0.0,0,1,0.1111111111111111
OXYBUTYNIN,Drug ineffective,0.0,0,1,0.1111111111111111
OXYBUTYNIN,Fall,0.0,0,1,0.1111111111111111
OXYBUTYNIN,Gait disturbance,0.0,0,1,0.1111111111111111
OXYBUTYNIN,Hysterectomy,0.0,0,1,0.1111111111111111
OXYBUTYNIN,Muscular weakness,0.0,0,1,0.1111111111111111
OXYBUTYNIN,Palpitations,0.0,0,1,0.1111111111111111
OXYBUTYNIN,Skin discolouration,0.0,0,1,0.1111111111111111
OXYBUTYNIN,Wrist fracture,0.0,0,1,0.1111111111111111
OXYCODONE,Convulsion,0.0,0,1,0.05263157894736842
OXYCODONE,Drug administration error,0.0,0,1,0.05263157894736842
OXYCODONE,Dyspnoea,0.0,0,1,0.05263157894736842
OXYCODONE,Fall,0.0,0,1,0.05263157894736842
OXYCODONE,Gait disturbance,0.0,0,1,0.05263157894736842
OXYCODONE,Hyponatraemia,0.0,0,1,0.05263157894736842
OXYCODONE,Influenza,0.0,0,2,0.10526315789473684
OXYCODONE,Loss of consciousness,0.0,0,1,0.05263157894736842
OXYCODONE,Malaise,0.0,0,1,0.05263157894736842
OXYCODONE,Nausea,0.0,0,1,0.05263157894736842
OXYCODONE,Nephrogenic systemic fibrosis,0.0,0,1,0.05263157894736842
OXYCODONE,Off label use,0.0,0,1,0.05263157894736842
OXYCODONE,Pancreatitis,0.0,0,2,0.10526315789473684
OXYCODONE,Pneumonia,0.0,0,1,0.05263157894736842
OXYCODONE,Pyrexia,0.0,0,1,0.05263157894736842
OXYCODONE,Sepsis,0.0,0,1,0.05263157894736842
OXYCODONE,Speech disorder,0.0,0,1,0.05263157894736842
OXYCONTIN,Drug hypersensitivity,0.0,0,1,0.1111111111111111
OXYCONTIN,Intervertebral disc disorder,0.0,0,1,0.1111111111111111
OXYCONTIN,Local swelling,0.0,0,1,0.1111111111111111
OXYCONTIN,Nephrogenic systemic fibrosis,0.0,0,1,0.1111111111111111
OXYCONTIN,Neuropathy peripheral,0.0,0,1,0.1111111111111111
OXYCONTIN,Oedema,0.0,0,1,0.1111111111111111
OXYCONTIN,Off label use,0.0,0,1,0.1111111111111111
OXYCONTIN,Pancreatitis,0.0,0,1,0.1111111111111111
OXYCONTIN,Parkinson^s disease,0.0,0,1,0.1111111111111111
OXYGEN,Somnolence,0.0,0,1,0.5
OXYGEN,Urticaria,0.0,0,1,0.5
OXYGEN.,Asthenia,0.0,0,1,0.07692307692307693
OXYGEN.,Cough,0.0,0,1,0.07692307692307693
OXYGEN.,Dyspnoea exertional,0.0,0,1,0.07692307692307693
OXYGEN.,Epistaxis,0.0,0,1,0.07692307692307693
OXYGEN.,Fatigue,0.0,0,1,0.07692307692307693
OXYGEN.,Haemoptysis,0.0,0,1,0.07692307692307693
OXYGEN.,Insomnia,0.0,0,1,0.07692307692307693
OXYGEN.,Nasal congestion,0.0,0,1,0.07692307692307693
OXYGEN.,Nasal dryness,0.0,0,1,0.07692307692307693
OXYGEN.,Oxygen consumption increased,0.0,0,1,0.07692307692307693
OXYGEN.,Pain,0.0,0,1,0.07692307692307693
OXYGEN.,Rhinorrhoea,0.0,0,1,0.07692307692307693
OXYGEN.,Unevaluable event,0.0,0,1,0.07692307692307693
OXYTROL FOR WOMEN,Application site erythema,0.0,0,2,0.13333333333333333
OXYTROL FOR WOMEN,Application site pruritus,0.0,0,2,0.13333333333333333
OXYTROL FOR WOMEN,Dermatitis contact,0.0,0,2,0.13333333333333333
OXYTROL FOR WOMEN,Drug ineffective,0.0,0,3,0.2
OXYTROL FOR WOMEN,Erythema,0.0,0,1,0.06666666666666667
OXYTROL FOR WOMEN,Inappropriate schedule of drug administration,0.0,0,2,0.13333333333333333
OXYTROL FOR WOMEN,Product adhesion issue,0.0,0,1,0.06666666666666667
OXYTROL FOR WOMEN,Pruritus,0.0,0,1,0.06666666666666667
OXYTROL FOR WOMEN,Wrong technique in drug usage process,0.0,0,1,0.06666666666666667
PACLITAXEL,Anaemia,0.0,0,1,0.058823529411764705
PACLITAXEL,Arthralgia,0.0,0,1,0.058823529411764705
PACLITAXEL,Asthenia,0.0,0,1,0.058823529411764705
PACLITAXEL,Bronchospasm,0.0,0,1,0.058823529411764705
PACLITAXEL,Diarrhoea,0.0,0,1,0.058823529411764705
PACLITAXEL,Discomfort,0.0,0,1,0.058823529411764705
PACLITAXEL,Drug hypersensitivity,0.0,0,1,0.058823529411764705
PACLITAXEL,Gastrointestinal obstruction,0.0,0,1,0.058823529411764705
PACLITAXEL,General physical health deterioration,0.0,0,1,0.058823529411764705
PACLITAXEL,Hypotension,0.0,0,1,0.058823529411764705
PACLITAXEL,Myalgia,0.0,0,1,0.058823529411764705
PACLITAXEL,Nail toxicity,0.0,0,1,0.058823529411764705
PACLITAXEL,Neuropathy peripheral,0.0,0,1,0.058823529411764705
PACLITAXEL,Palmar-plantar erythrodysaesthesia syndrome,0.0,0,1,0.058823529411764705
PACLITAXEL,Rash,0.0,0,1,0.058823529411764705
PACLITAXEL,Skin toxicity,0.0,0,1,0.058823529411764705
PACLITAXEL,Type IV hypersensitivity reaction,0.0,0,1,0.058823529411764705
PAMELOR,Haemoglobin decreased,0.0,0,1,0.3333333333333333
PAMELOR,Platelet count abnormal,0.0,0,1,0.3333333333333333
PAMELOR,Platelet count decreased,0.0,0,1,0.3333333333333333
PANTOPRAZOLE,Blindness,0.0,0,1,0.04
PANTOPRAZOLE,Cerebrovascular accident,0.0,0,1,0.04
PANTOPRAZOLE,Constipation,0.0,0,1,0.04
PANTOPRAZOLE,Dehydration,0.0,0,1,0.04
PANTOPRAZOLE,Diarrhoea,0.0,0,1,0.04
PANTOPRAZOLE,Dizziness,0.0,0,1,0.04
PANTOPRAZOLE,Dry eye,0.0,0,1,0.04
PANTOPRAZOLE,Epistaxis,0.0,0,1,0.04
PANTOPRAZOLE,Hypoacusis,0.0,0,1,0.04
PANTOPRAZOLE,Incontinence,0.0,0,1,0.04
PANTOPRAZOLE,Increased appetite,0.0,0,1,0.04
PANTOPRAZOLE,Increased tendency to bruise,0.0,0,1,0.04
PANTOPRAZOLE,Influenza,0.0,0,2,0.08
PANTOPRAZOLE,Migraine,0.0,0,1,0.04
PANTOPRAZOLE,Nasopharyngitis,0.0,0,1,0.04
PANTOPRAZOLE,Off label use,0.0,0,1,0.04
PANTOPRAZOLE,Pneumonia,0.0,0,2,0.08
PANTOPRAZOLE,Presyncope,0.0,0,1,0.04
PANTOPRAZOLE,Pruritus,0.0,0,1,0.04
PANTOPRAZOLE,Skin cancer,0.0,0,1,0.04
PANTOPRAZOLE,Syncope,0.0,0,1,0.04
PANTOPRAZOLE,Weight increased,0.0,0,1,0.04
PANTOPRAZOLE,Wrong technique in product usage process,0.0,0,1,0.04
PANTOZOL                           /01263204/,Metastases to bone,0.0,0,1,0.5
PANTOZOL                           /01263204/,Osteonecrosis of jaw,0.0,0,1,0.5
PANTOZOLE,Chronic obstructive pulmonary disease,0.0,0,1,1.0
PARACETAMOL,Bone marrow failure,0.0,0,1,0.05263157894736842
PARACETAMOL,Cough,0.0,0,1,0.05263157894736842
PARACETAMOL,Erection increased,0.0,0,1,0.05263157894736842
PARACETAMOL,Fall,0.0,0,1,0.05263157894736842
PARACETAMOL,Leukopenia,0.0,0,1,0.05263157894736842
PARACETAMOL,Lymphadenopathy,0.0,0,1,0.05263157894736842
PARACETAMOL,Neutropenia,0.0,0,1,0.05263157894736842
PARACETAMOL,Odynophagia,0.0,0,1,0.05263157894736842
PARACETAMOL,Pancytopenia,0.0,0,1,0.05263157894736842
PARACETAMOL,Pharyngeal erythema,0.0,0,1,0.05263157894736842
PARACETAMOL,Productive cough,0.0,0,1,0.05263157894736842
PARACETAMOL,Purulent discharge,0.0,0,1,0.05263157894736842
PARACETAMOL,Pyrexia,0.0,0,1,0.05263157894736842
PARACETAMOL,Rectocele,0.0,0,1,0.05263157894736842
PARACETAMOL,Rhabdomyolysis,0.0,0,1,0.05263157894736842
PARACETAMOL,Somnolence,0.0,0,1,0.05263157894736842
PARACETAMOL,Thrombocytopenia,0.0,0,1,0.05263157894736842
PARACETAMOL,Tonsillar hypertrophy,0.0,0,1,0.05263157894736842
PARACETAMOL,Tonsillitis,0.0,0,1,0.05263157894736842
PARACETAMOLO,Abdominal pain,0.0,0,4,0.15384615384615385
PARACETAMOLO,Asthenia,0.0,0,2,0.07692307692307693
PARACETAMOLO,Blood creatinine increased,0.0,0,4,0.15384615384615385
PARACETAMOLO,C-reactive protein increased,0.0,0,4,0.15384615384615385
PARACETAMOLO,Diarrhoea,0.0,0,4,0.15384615384615385
PARACETAMOLO,Dysuria,0.0,0,2,0.07692307692307693
PARACETAMOLO,Pleural effusion,0.0,0,2,0.07692307692307693
PARACETAMOLO,Pyrexia,0.0,0,2,0.07692307692307693
PARACETAMOLO,Weight decreased,0.0,0,2,0.07692307692307693
PARAGARD 380A,Anaphylactic reaction,0.0,0,1,0.1111111111111111
PARAGARD 380A,Back pain,0.0,0,1,0.1111111111111111
PARAGARD 380A,Device breakage,0.0,0,1,0.1111111111111111
PARAGARD 380A,Dizziness,0.0,0,1,0.1111111111111111
PARAGARD 380A,Embedded device,0.0,0,2,0.2222222222222222
PARAGARD 380A,Medical device complication,0.0,0,1,0.1111111111111111
PARAGARD 380A,Menorrhagia,0.0,0,1,0.1111111111111111
PARAGARD 380A,Metrorrhagia,0.0,0,1,0.1111111111111111
PARGITAN,Abdominal pain,0.0,0,1,0.05263157894736842
PARGITAN,Aggression,0.0,0,1,0.05263157894736842
PARGITAN,Agitation,0.0,0,1,0.05263157894736842
PARGITAN,Amenorrhoea,0.0,0,1,0.05263157894736842
PARGITAN,Blood prolactin increased,0.0,0,1,0.05263157894736842
PARGITAN,Breast enlargement,0.0,0,1,0.05263157894736842
PARGITAN,Dyskinesia,0.0,0,1,0.05263157894736842
PARGITAN,Dyspnoea,0.0,0,1,0.05263157894736842
PARGITAN,Dysuria,0.0,0,1,0.05263157894736842
PARGITAN,Fatigue,0.0,0,1,0.05263157894736842
PARGITAN,Galactorrhoea,0.0,0,1,0.05263157894736842
PARGITAN,Hyperhidrosis,0.0,0,1,0.05263157894736842
PARGITAN,Muscle spasms,0.0,0,1,0.05263157894736842
PARGITAN,Muscular weakness,0.0,0,1,0.05263157894736842
PARGITAN,Ovarian germ cell cancer stage II,0.0,0,1,0.05263157894736842
PARGITAN,Palpitations,0.0,0,1,0.05263157894736842
PARGITAN,Swelling,0.0,0,1,0.05263157894736842
PARGITAN,Tremor,0.0,0,1,0.05263157894736842
PARGITAN,Weight increased,0.0,0,1,0.05263157894736842
PAROXETINE,Adverse drug reaction,0.0,0,1,0.06666666666666667
PAROXETINE,Blood lactate dehydrogenase increased,0.0,0,1,0.06666666666666667
PAROXETINE,Blood smear test abnormal,0.0,0,1,0.06666666666666667
PAROXETINE,Contusion,0.0,0,1,0.06666666666666667
PAROXETINE,Disease progression,0.0,0,1,0.06666666666666667
PAROXETINE,Drug administration error,0.0,0,1,0.06666666666666667
PAROXETINE,Epistaxis,0.0,0,1,0.06666666666666667
PAROXETINE,Fatigue,0.0,0,2,0.13333333333333333
PAROXETINE,Headache,0.0,0,1,0.06666666666666667
PAROXETINE,Influenza,0.0,0,1,0.06666666666666667
PAROXETINE,Nausea,0.0,0,2,0.13333333333333333
PAROXETINE,White blood cell count increased,0.0,0,1,0.06666666666666667
PAROXETINE,Wound haemorrhage,0.0,0,1,0.06666666666666667
PAXIL,Acne,0.0,0,1,0.05555555555555555
PAXIL,Activities of daily living impaired,0.0,0,1,0.05555555555555555
PAXIL,Alopecia,0.0,0,1,0.05555555555555555
PAXIL,Anxiety,0.0,0,1,0.05555555555555555
PAXIL,Crying,0.0,0,1,0.05555555555555555
PAXIL,Depression,0.0,0,1,0.05555555555555555
PAXIL,Diarrhoea,0.0,0,1,0.05555555555555555
PAXIL,Drug ineffective,0.0,0,1,0.05555555555555555
PAXIL,Dry skin,0.0,0,1,0.05555555555555555
PAXIL,Hyperventilation,0.0,0,1,0.05555555555555555
PAXIL,Muscle spasms,0.0,0,1,0.05555555555555555
PAXIL,Panic attack,0.0,0,1,0.05555555555555555
PAXIL,Rash pruritic,0.0,0,1,0.05555555555555555
PAXIL,Rhinorrhoea,0.0,0,1,0.05555555555555555
PAXIL,Skin exfoliation,0.0,0,2,0.1111111111111111
PAXIL,Tongue disorder,0.0,0,1,0.05555555555555555
PAXIL,Urinary incontinence,0.0,0,1,0.05555555555555555
PEGASYS,Injection site rash,0.0,0,2,0.3333333333333333
PEGASYS,Rash erythematous,0.0,0,2,0.3333333333333333
PEGASYS,White blood cell count decreased,0.0,0,2,0.3333333333333333
PEGINTERFERON ALFA-2B,Chills,0.0,0,2,0.2857142857142857
PEGINTERFERON ALFA-2B,Dizziness,0.0,0,1,0.14285714285714285
PEGINTERFERON ALFA-2B,Headache,0.0,0,1,0.14285714285714285
PEGINTERFERON ALFA-2B,Myalgia,0.0,0,2,0.2857142857142857
PEGINTERFERON ALFA-2B,Nausea,0.0,0,1,0.14285714285714285
PEGINTRON,Asthenia,0.0,0,1,0.16666666666666666
PEGINTRON,Dizziness,0.0,0,1,0.16666666666666666
PEGINTRON,Nausea,0.0,0,1,0.16666666666666666
PEGINTRON,Pain,0.0,0,1,0.16666666666666666
PEGINTRON,Pruritus,0.0,0,1,0.16666666666666666
PEGINTRON,Pyrexia,0.0,0,1,0.16666666666666666
PENCILLIN,Acute respiratory distress syndrome,0.0,0,1,0.3333333333333333
PENCILLIN,General physical health deterioration,0.0,0,1,0.3333333333333333
PENCILLIN,Multi-organ failure,0.0,0,1,0.3333333333333333
PENTASA,Adverse drug reaction,0.0,0,1,0.08333333333333333
PENTASA,Blood lactate dehydrogenase increased,0.0,0,1,0.08333333333333333
PENTASA,Blood smear test abnormal,0.0,0,1,0.08333333333333333
PENTASA,Contusion,0.0,0,1,0.08333333333333333
PENTASA,Disease progression,0.0,0,1,0.08333333333333333
PENTASA,Epistaxis,0.0,0,1,0.08333333333333333
PENTASA,Fatigue,0.0,0,1,0.08333333333333333
PENTASA,Headache,0.0,0,1,0.08333333333333333
PENTASA,Influenza,0.0,0,1,0.08333333333333333
PENTASA,Nausea,0.0,0,1,0.08333333333333333
PENTASA,White blood cell count increased,0.0,0,1,0.08333333333333333
PENTASA,Wound haemorrhage,0.0,0,1,0.08333333333333333
PENTASSA,Dyspnoea,0.0,0,1,0.14285714285714285
PENTASSA,Hyponatraemia,0.0,0,1,0.14285714285714285
PENTASSA,Influenza,0.0,0,1,0.14285714285714285
PENTASSA,Pancreatitis,0.0,0,1,0.14285714285714285
PENTASSA,Pneumonia,0.0,0,1,0.14285714285714285
PENTASSA,Pyrexia,0.0,0,1,0.14285714285714285
PENTASSA,Sepsis,0.0,0,1,0.14285714285714285
PERAZINE,Abdominal pain upper,0.0,0,1,0.3333333333333333
PERAZINE,Grand mal convulsion,0.0,0,1,0.3333333333333333
PERAZINE,Malaise,0.0,0,1,0.3333333333333333
PERCOCET,Biliary tract disorder,0.0,0,1,0.16666666666666666
PERCOCET,Cholecystectomy,0.0,0,1,0.16666666666666666
PERCOCET,Dry eye,0.0,0,1,0.16666666666666666
PERCOCET,Dry mouth,0.0,0,1,0.16666666666666666
PERCOCET,Malaise,0.0,0,1,0.16666666666666666
PERCOCET,Nephrolithiasis,0.0,0,1,0.16666666666666666
PERFOROMIST,Anxiety,0.0,0,1,0.16666666666666666
PERFOROMIST,Bronchitis,0.0,0,1,0.16666666666666666
PERFOROMIST,Chronic obstructive pulmonary disease,0.0,0,1,0.16666666666666666
PERFOROMIST,Dyspnoea,0.0,0,1,0.16666666666666666
PERFOROMIST,Emphysema,0.0,0,1,0.16666666666666666
PERFOROMIST,Stress,0.0,0,1,0.16666666666666666
PHENERGAN,Off label use,0.0,0,1,0.5
PHENERGAN,Pancreatitis,0.0,0,1,0.5
PHENERGAN                          /00033001/,Abdominal pain upper,0.0,0,1,0.2
PHENERGAN                          /00033001/,Fatigue,0.0,0,1,0.2
PHENERGAN                          /00033001/,Haemoglobin decreased,0.0,0,1,0.2
PHENERGAN                          /00033001/,Nausea,0.0,0,1,0.2
PHENERGAN                          /00033001/,Vomiting,0.0,0,1,0.2
PHENOBARBITAL,Acidosis,0.0,0,1,0.14285714285714285
PHENOBARBITAL,Arrhythmia,0.0,0,1,0.14285714285714285
PHENOBARBITAL,Cardiac arrest,0.0,0,1,0.14285714285714285
PHENOBARBITAL,Cognitive disorder,0.0,0,1,0.14285714285714285
PHENOBARBITAL,Psychotic behaviour,0.0,0,1,0.14285714285714285
PHENOBARBITAL,Respiratory distress,0.0,0,1,0.14285714285714285
PHENOBARBITAL,Status epilepticus,0.0,0,1,0.14285714285714285
PHILLIPS^ MILK OF MAGNESIA LIQUID ORIGINAL,Diarrhoea,0.0,0,1,0.3333333333333333
PHILLIPS^ MILK OF MAGNESIA LIQUID ORIGINAL,Drug ineffective,0.0,0,1,0.3333333333333333
PHILLIPS^ MILK OF MAGNESIA LIQUID ORIGINAL,Intestinal haemorrhage,0.0,0,1,0.3333333333333333
PHYTONADIONE.,Subdural haematoma,0.0,0,1,1.0
PIVALONE,Petechiae,0.0,0,1,0.5
PIVALONE,Thrombocytopenia,0.0,0,1,0.5
PLAN B ONE-STEP,Cough,0.0,0,1,0.1111111111111111
PLAN B ONE-STEP,Malaise,0.0,0,1,0.1111111111111111
PLAN B ONE-STEP,Menstruation delayed,0.0,0,2,0.2222222222222222
PLAN B ONE-STEP,Menstruation irregular,0.0,0,3,0.3333333333333333
PLAN B ONE-STEP,Nausea,0.0,0,1,0.1111111111111111
PLAN B ONE-STEP,Vomiting,0.0,0,1,0.1111111111111111
PLAQUENIL,Angioedema,0.0,0,1,0.14285714285714285
PLAQUENIL,Biliary tract disorder,0.0,0,1,0.14285714285714285
PLAQUENIL,Cholecystectomy,0.0,0,1,0.14285714285714285
PLAQUENIL,Face oedema,0.0,0,1,0.14285714285714285
PLAQUENIL,Laryngeal oedema,0.0,0,1,0.14285714285714285
PLAQUENIL,Malaise,0.0,0,1,0.14285714285714285
PLAQUENIL,Nephrolithiasis,0.0,0,1,0.14285714285714285
PLAVIX,Amnesia,0.0,0,1,0.030303030303030304
PLAVIX,Blindness,0.0,0,1,0.030303030303030304
PLAVIX,Chronic gastritis,0.0,0,1,0.030303030303030304
PLAVIX,Constipation,0.0,0,1,0.030303030303030304
PLAVIX,Dehydration,0.0,0,1,0.030303030303030304
PLAVIX,Diarrhoea,0.0,0,1,0.030303030303030304
PLAVIX,Dizziness,0.0,0,1,0.030303030303030304
PLAVIX,Dry eye,0.0,0,1,0.030303030303030304
PLAVIX,Epistaxis,0.0,0,1,0.030303030303030304
PLAVIX,Grand mal convulsion,0.0,0,1,0.030303030303030304
PLAVIX,Haemarthrosis,0.0,0,1,0.030303030303030304
PLAVIX,Haemoglobin decreased,0.0,0,1,0.030303030303030304
PLAVIX,Haemorrhage,0.0,0,1,0.030303030303030304
PLAVIX,Hyperkalaemia,0.0,0,1,0.030303030303030304
PLAVIX,Incontinence,0.0,0,1,0.030303030303030304
PLAVIX,Increased appetite,0.0,0,1,0.030303030303030304
PLAVIX,Increased tendency to bruise,0.0,0,1,0.030303030303030304
PLAVIX,Influenza,0.0,0,2,0.06060606060606061
PLAVIX,Iron deficiency anaemia,0.0,0,1,0.030303030303030304
PLAVIX,Nasopharyngitis,0.0,0,1,0.030303030303030304
PLAVIX,Off label use,0.0,0,2,0.06060606060606061
PLAVIX,Pancreatitis,0.0,0,1,0.030303030303030304
PLAVIX,Pneumonia,0.0,0,2,0.06060606060606061
PLAVIX,Pruritus,0.0,0,1,0.030303030303030304
PLAVIX,Renal impairment,0.0,0,1,0.030303030303030304
PLAVIX,Skin cancer,0.0,0,1,0.030303030303030304
PLAVIX,Vomiting,0.0,0,1,0.030303030303030304
PLAVIX,Weight increased,0.0,0,2,0.06060606060606061
PLAVIX,Wrong technique in product usage process,0.0,0,1,0.030303030303030304
PLETAL,Dehydration,0.0,0,1,1.0
POLARAMINE,Adenoviral haemorrhagic cystitis,0.0,0,2,0.5
POLARAMINE,Pyrexia,0.0,0,2,0.5
POLOCARD,Acute myocardial infarction,0.0,0,1,1.0
POSACONAZOLE,Corynebacterium infection,0.0,0,1,0.14285714285714285
POSACONAZOLE,Enterobacter pneumonia,0.0,0,1,0.14285714285714285
POSACONAZOLE,Febrile neutropenia,0.0,0,2,0.2857142857142857
POSACONAZOLE,Fluid overload,0.0,0,1,0.14285714285714285
POSACONAZOLE,Infected cyst,0.0,0,1,0.14285714285714285
POSACONAZOLE,Pharyngitis,0.0,0,1,0.14285714285714285
POTASSIUM,Rash,0.0,0,1,0.5
POTASSIUM,Therapeutic response unexpected,0.0,0,1,0.5
POTASSIUM CHLORIDE,Influenza,0.0,0,1,0.5
POTASSIUM CHLORIDE,Pneumonia,0.0,0,1,0.5
POTASSIUM CHLORIDE 0.4MEQ/ML,Incorrect dosage administered,0.0,0,1,0.3333333333333333
POTASSIUM CHLORIDE 0.4MEQ/ML,No adverse event,0.0,0,1,0.3333333333333333
POTASSIUM CHLORIDE 0.4MEQ/ML,Product compounding quality issue,0.0,0,1,0.3333333333333333
POTASSIUM CHLORIDE.,Abdominal pain,0.0,0,2,0.1
POTASSIUM CHLORIDE.,Asthenia,0.0,0,1,0.05
POTASSIUM CHLORIDE.,Blood creatinine increased,0.0,0,2,0.1
POTASSIUM CHLORIDE.,C-reactive protein increased,0.0,0,2,0.1
POTASSIUM CHLORIDE.,Cerebrovascular accident,0.0,0,1,0.05
POTASSIUM CHLORIDE.,Dehydration,0.0,0,1,0.05
POTASSIUM CHLORIDE.,Diarrhoea,0.0,0,2,0.1
POTASSIUM CHLORIDE.,Drug ineffective,0.0,0,1,0.05
POTASSIUM CHLORIDE.,Dysuria,0.0,0,1,0.05
POTASSIUM CHLORIDE.,Migraine,0.0,0,1,0.05
POTASSIUM CHLORIDE.,Pleural effusion,0.0,0,1,0.05
POTASSIUM CHLORIDE.,Presyncope,0.0,0,1,0.05
POTASSIUM CHLORIDE.,Pulmonary arterial hypertension,0.0,0,1,0.05
POTASSIUM CHLORIDE.,Pyrexia,0.0,0,1,0.05
POTASSIUM CHLORIDE.,Syncope,0.0,0,1,0.05
POTASSIUM CHLORIDE.,Weight decreased,0.0,0,1,0.05
PRADAXA,Abdominal distension,0.0,0,1,0.045454545454545456
PRADAXA,Anorectal discomfort,0.0,0,1,0.045454545454545456
PRADAXA,Blood alkaline phosphatase increased,0.0,0,1,0.045454545454545456
PRADAXA,Cerebrovascular accident,0.0,0,1,0.045454545454545456
PRADAXA,Deafness,0.0,0,1,0.045454545454545456
PRADAXA,Diarrhoea,0.0,0,1,0.045454545454545456
PRADAXA,Diverticulum,0.0,0,1,0.045454545454545456
PRADAXA,Ear injury,0.0,0,1,0.045454545454545456
PRADAXA,Fall,0.0,0,1,0.045454545454545456
PRADAXA,Flatulence,0.0,0,1,0.045454545454545456
PRADAXA,Fluid retention,0.0,0,1,0.045454545454545456
PRADAXA,Gamma-glutamyltransferase increased,0.0,0,1,0.045454545454545456
PRADAXA,Haematochezia,0.0,0,1,0.045454545454545456
PRADAXA,Hiccups,0.0,0,1,0.045454545454545456
PRADAXA,Melaena,0.0,0,1,0.045454545454545456
PRADAXA,Oedema peripheral,0.0,0,1,0.045454545454545456
PRADAXA,Pain in extremity,0.0,0,1,0.045454545454545456
PRADAXA,Proctalgia,0.0,0,1,0.045454545454545456
PRADAXA,Rectal haemorrhage,0.0,0,1,0.045454545454545456
PRADAXA,Skin necrosis,0.0,0,1,0.045454545454545456
PRADAXA,Transaminases increased,0.0,0,1,0.045454545454545456
PRADAXA,Weight increased,0.0,0,1,0.045454545454545456
PRAMIPEXOLE,Dyspnoea,0.0,0,1,0.3333333333333333
PRAMIPEXOLE,Oedema peripheral,0.0,0,1,0.3333333333333333
PRAMIPEXOLE,Right ventricular failure,0.0,0,1,0.3333333333333333
PRAVASTATIN,Corynebacterium infection,0.0,0,2,0.1111111111111111
PRAVASTATIN,Dehydration,0.0,0,1,0.05555555555555555
PRAVASTATIN,Drug ineffective,0.0,0,1,0.05555555555555555
PRAVASTATIN,Enterobacter pneumonia,0.0,0,2,0.1111111111111111
PRAVASTATIN,Febrile neutropenia,0.0,0,4,0.2222222222222222
PRAVASTATIN,Flatulence,0.0,0,1,0.05555555555555555
PRAVASTATIN,Fluid overload,0.0,0,2,0.1111111111111111
PRAVASTATIN,Infected cyst,0.0,0,2,0.1111111111111111
PRAVASTATIN,Pharyngitis,0.0,0,2,0.1111111111111111
PRAVASTATIN,Pulmonary arterial hypertension,0.0,0,1,0.05555555555555555
PRAVATOR,Acute myocardial infarction,0.0,0,1,1.0
PREDNISOLON,Blood fibrinogen decreased,0.0,0,1,1.0
PREDNISOLONE,Acute graft versus host disease,0.0,0,1,0.02127659574468085
PREDNISOLONE,Anxiety,0.0,0,2,0.0425531914893617
PREDNISOLONE,Asthenia,0.0,0,1,0.02127659574468085
PREDNISOLONE,Condition aggravated,0.0,0,2,0.0425531914893617
PREDNISOLONE,Cystitis haemorrhagic,0.0,0,1,0.02127659574468085
PREDNISOLONE,Cytomegalovirus infection,0.0,0,1,0.02127659574468085
PREDNISOLONE,Depression,0.0,0,2,0.0425531914893617
PREDNISOLONE,Drug ineffective,0.0,0,3,0.06382978723404255
PREDNISOLONE,Dyspnoea,0.0,0,3,0.06382978723404255
PREDNISOLONE,Feeling hot,0.0,0,1,0.02127659574468085
PREDNISOLONE,Hyperhidrosis,0.0,0,1,0.02127659574468085
PREDNISOLONE,Hypoaesthesia,0.0,0,1,0.02127659574468085
